,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),T,RH,AH,PT08.S4(NO2)
2448,2527,1054.0,8.6,923.0,783.0,899.0,23.3,60.5,1.706,1793.0
2449,2528,962.0,5.3,778.0,929.0,726.0,23.3,59.4,1.6753,1645.0
2450,2529,915.0,3.6,690.0,983.0,743.0,22.9,57.7,1.5902,1570.0
2451,2530,871.0,2.8,639.0,1062.0,684.0,23.7,53.5,1.546,1528.0
2452,2531,877.0,3.1,658.0,1047.0,779.0,21.2,60.9,1.5092,1530.0
2453,2532,893.0,3.7,696.0,1008.0,801.0,22.1,56.2,1.48,1548.0
2454,2533,1030.0,6.9,851.0,824.0,983.0,21.9,57.0,1.4742,1700.0
2455,2534,1059.0,8.6,926.0,783.0,989.0,24.7,45.9,1.4061,1750.0
2456,2535,1020.0,7.1,860.0,864.0,875.0,27.0,40.8,1.4286,1649.0
2457,2536,1045.0,6.6,840.0,879.0,807.0,29.1,37.4,1.4833,1656.0
2458,2537,1029.0,7.2,866.0,874.0,727.0,31.1,32.4,1.4351,1651.0
2459,2538,959.0,5.0,763.0,976.0,549.0,31.9,30.3,1.4125,1561.0
2460,2539,975.0,5.7,798.0,939.0,570.0,32.8,28.9,1.412,1576.0
2461,2540,988.0,6.0,813.0,927.0,596.0,33.4,27.8,1.4119,1596.0
2462,2541,971.0,6.1,818.0,942.0,585.0,35.3,23.7,1.3331,1565.0
2463,2542,999.0,8.0,899.0,869.0,637.0,35.8,22.4,1.2915,1629.0
2464,2543,989.0,7.8,889.0,889.0,664.0,35.3,20.8,1.1664,1602.0
2465,2544,1075.0,11.1,1020.0,802.0,797.0,33.3,23.9,1.2085,1732.0
2466,2545,1190.0,15.9,1177.0,695.0,1046.0,30.3,30.8,1.3044,1934.0
2467,2546,1172.0,13.7,1108.0,706.0,1058.0,28.3,34.5,1.3084,1878.0
2468,2547,1256.0,21.6,1340.0,594.0,1214.0,27.1,38.9,1.3758,2176.0
2469,2548,1190.0,16.8,1203.0,658.0,1056.0,25.4,43.2,1.3805,1967.0
2470,2549,1249.0,20.5,1310.0,601.0,1280.0,24.6,45.3,1.3767,2114.0
2471,2550,1072.0,14.1,1120.0,711.0,1045.0,23.7,46.0,1.3346,1838.0
2472,2551,1035.0,10.9,1011.0,750.0,1039.0,23.0,48.1,1.3322,1752.0
2473,2552,839.0,3.6,690.0,1030.0,640.0,24.8,43.4,1.3366,1457.0
2474,2553,833.0,3.3,671.0,1061.0,705.0,23.1,47.4,1.3208,1482.0
2475,2554,804.0,2.4,616.0,1144.0,662.0,21.7,50.2,1.2917,1427.0
2476,2555,811.0,3.0,651.0,1097.0,579.0,21.9,50.7,1.3138,1442.0
2477,2556,1028.0,8.9,934.0,818.0,987.0,20.1,57.0,1.3216,1743.0
2478,2557,1138.0,14.8,1141.0,671.0,1197.0,21.5,51.8,1.3129,1927.0
2479,2558,1203.0,16.2,1185.0,649.0,1328.0,22.9,48.7,1.3416,1968.0
2480,2559,1193.0,14.6,1136.0,667.0,1370.0,25.7,41.0,1.3351,1924.0
2481,2560,1049.0,8.0,898.0,858.0,921.0,29.9,33.2,1.3793,1671.0
2482,2561,1090.0,9.1,942.0,828.0,876.0,32.9,28.0,1.3789,1713.0
2483,2562,1070.0,10.0,976.0,808.0,819.0,34.0,25.6,1.3363,1688.0
2484,2563,1014.0,9.8,970.0,826.0,763.0,34.7,22.6,1.2297,1684.0
2485,2564,972.0,8.3,912.0,882.0,675.0,35.5,20.3,1.1586,1596.0
2486,2565,951.0,7.5,880.0,920.0,637.0,35.9,18.8,1.0912,1539.0
2487,2566,1033.0,11.7,1038.0,802.0,826.0,36.2,18.6,1.0945,1690.0
2488,2567,983.0,13.3,1094.0,817.0,854.0,35.4,15.3,0.8613,1659.0
2489,2568,973.0,14.4,1128.0,813.0,894.0,32.9,15.5,0.7649,1642.0
2490,2569,1083.0,17.9,1237.0,737.0,1077.0,29.9,19.8,0.8211,1786.0
2491,2570,1062.0,15.9,1176.0,763.0,1121.0,28.1,22.4,0.8394,1743.0
2492,2571,1011.0,14.2,1122.0,808.0,1071.0,26.1,24.7,0.8233,1680.0
2493,2572,1054.0,13.8,1110.0,765.0,1167.0,25.0,28.7,0.8944,1670.0
2494,2573,1013.0,11.7,1038.0,793.0,1162.0,24.3,31.0,0.9268,1598.0
2495,2574,870.0,6.2,823.0,975.0,848.0,24.0,31.2,0.919,1398.0
2496,2575,857.0,5.1,769.0,1006.0,759.0,22.4,34.9,0.9362,1390.0
2497,2576,835.0,4.5,739.0,1036.0,694.0,21.2,37.6,0.9355,1382.0
2498,2577,844.0,4.9,759.0,1005.0,848.0,19.5,42.3,0.9461,1409.0
2499,2578,763.0,2.5,622.0,1129.0,689.0,21.2,39.4,0.9802,1321.0
2500,2579,769.0,2.3,606.0,1171.0,610.0,19.5,42.4,0.9515,1314.0
2501,2580,891.0,5.5,790.0,960.0,816.0,18.6,45.8,0.9723,1466.0
2502,2581,1037.0,10.4,993.0,779.0,1158.0,19.7,44.1,1.0039,1680.0
2503,2582,1090.0,12.4,1065.0,728.0,1228.0,21.9,39.4,1.0243,1773.0
2504,2583,1117.0,14.0,1118.0,716.0,1323.0,24.5,34.3,1.0407,1791.0
2505,2584,1109.0,12.7,1074.0,761.0,1274.0,30.0,25.6,1.0674,1734.0
2506,2585,961.0,9.0,939.0,912.0,846.0,34.5,18.9,1.0168,1508.0
2507,2586,985.0,8.5,919.0,918.0,737.0,36.3,17.5,1.0411,1540.0
2508,2587,960.0,8.2,909.0,910.0,675.0,37.7,16.0,1.0231,1523.0
2509,2588,927.0,5.9,806.0,1013.0,559.0,38.3,15.8,1.0465,1446.0
2510,2589,958.0,5.6,795.0,1002.0,604.0,38.4,17.5,1.1609,1481.0
2511,2590,1019.0,6.7,842.0,935.0,729.0,37.2,20.5,1.2813,1565.0
2512,2591,1010.0,6.1,816.0,955.0,741.0,34.0,26.4,1.3781,1567.0
2513,2592,1030.0,6.7,844.0,917.0,747.0,32.3,30.4,1.445,1599.0
2514,2593,1100.0,9.2,946.0,827.0,932.0,30.5,33.9,1.4564,1726.0
2515,2594,1079.0,8.2,909.0,861.0,928.0,29.2,37.8,1.5098,1686.0
2516,2595,1036.0,7.0,859.0,900.0,860.0,28.4,39.1,1.4881,1645.0
2517,2596,1085.0,9.5,959.0,827.0,963.0,27.7,40.6,1.4828,1747.0
2518,2597,1214.0,15.1,1151.0,683.0,1309.0,27.2,42.5,1.5069,1938.0
2519,2598,1127.0,11.7,1041.0,728.0,1266.0,26.5,44.8,1.528,1830.0
2520,2599,1038.0,9.3,950.0,776.0,1181.0,25.5,47.6,1.5318,1750.0
2521,2600,948.0,6.4,829.0,873.0,937.0,25.2,47.8,1.5076,1638.0
2522,2601,953.0,6.7,844.0,848.0,995.0,23.2,53.7,1.5046,1685.0
2523,2602,869.0,4.2,723.0,975.0,789.0,23.2,52.3,1.4668,1522.0
2524,2603,809.0,2.6,628.0,1127.0,682.0,24.0,50.3,1.4811,1490.0
2525,2604,833.0,2.8,641.0,1088.0,717.0,23.5,51.2,1.4634,1496.0
2526,2605,857.0,3.1,661.0,1083.0,696.0,23.5,50.8,1.452,1511.0
2527,2606,966.0,6.2,820.0,913.0,807.0,24.7,47.6,1.4597,1634.0
2528,2607,1063.0,7.9,894.0,823.0,1025.0,27.2,41.1,1.4611,1688.0
2529,2608,1110.0,10.5,996.0,782.0,1090.0,31.0,32.4,1.4294,1771.0
2530,2609,1055.0,9.0,941.0,844.0,932.0,35.2,24.8,1.3854,1648.0
2531,2610,939.0,6.3,828.0,991.0,639.0,37.8,18.5,1.1977,1486.0
2532,2611,816.0,3.5,684.0,1195.0,467.0,39.0,15.1,1.0424,1285.0
2533,2612,841.0,4.0,712.0,1175.0,476.0,41.3,12.8,0.9933,1339.0
2534,2613,842.0,4.2,722.0,1163.0,490.0,41.8,11.9,0.9476,1294.0
2535,2614,990.0,6.9,852.0,967.0,669.0,42.2,14.2,1.1609,1488.0
2536,2615,1042.0,7.9,894.0,916.0,800.0,41.4,15.5,1.2089,1537.0
2537,2616,1089.0,7.9,893.0,879.0,791.0,38.9,21.4,1.4605,1609.0
2538,2617,1102.0,10.3,990.0,799.0,849.0,34.3,26.0,1.3865,1685.0
2539,2618,1095.0,10.5,996.0,799.0,934.0,32.7,27.7,1.3439,1695.0
2540,2619,1116.0,12.7,1075.0,761.0,1081.0,30.5,30.4,1.3031,1784.0
2541,2620,1105.0,11.9,1046.0,777.0,1102.0,29.0,33.6,1.3277,1751.0
2542,2621,1018.0,9.3,950.0,830.0,914.0,28.2,36.6,1.3781,1636.0
2543,2622,991.0,7.9,896.0,857.0,926.0,27.2,38.9,1.3821,1616.0
2544,2623,923.0,5.0,765.0,952.0,786.0,26.7,40.0,1.3754,1508.0
2545,2624,874.0,3.4,679.0,1049.0,619.0,26.0,41.2,1.3598,1444.0
2546,2625,846.0,3.2,662.0,1068.0,633.0,22.8,50.1,1.3677,1464.0
2547,2626,838.0,2.7,632.0,1079.0,634.0,24.0,46.6,1.37,1438.0
2548,2627,827.0,3.1,656.0,1075.0,722.0,24.0,46.4,1.3689,1447.0
2549,2628,901.0,5.0,763.0,984.0,717.0,23.7,47.1,1.3602,1552.0
2550,2629,1291.0,20.7,1316.0,603.0,1445.0,23.6,47.3,1.3634,2172.0
2551,2630,1441.0,32.4,1606.0,503.0,1786.0,25.5,43.1,1.3891,2568.0
2552,2631,1363.0,24.2,1410.0,565.0,1791.0,28.5,36.8,1.4128,2199.0
2553,2632,1218.0,16.6,1198.0,671.0,1413.0,32.6,28.0,1.3566,1907.0
2554,2633,1132.0,13.2,1091.0,751.0,1092.0,36.3,23.4,1.3902,1795.0
2555,2634,1103.0,12.3,1060.0,770.0,940.0,37.5,21.5,1.3673,1748.0
2556,2635,1081.0,12.1,1053.0,770.0,883.0,39.6,19.0,1.3447,1773.0
2557,2636,1079.0,11.1,1018.0,793.0,850.0,40.1,19.3,1.4013,1739.0
2558,2637,1167.0,13.1,1087.0,741.0,928.0,40.4,20.0,1.4854,1820.0
2559,2638,1148.0,11.6,1037.0,772.0,835.0,39.9,20.1,1.4495,1720.0
2560,2639,1221.0,17.7,1230.0,670.0,1157.0,39.1,19.6,1.3542,1905.0
2561,2640,1255.0,19.5,1283.0,640.0,1232.0,37.0,21.9,1.3503,2023.0
2562,2641,1245.0,19.7,1287.0,635.0,1288.0,33.9,26.8,1.3899,2067.0
2563,2642,1162.0,15.1,1151.0,687.0,1143.0,31.9,30.6,1.4201,1912.0
2564,2643,1079.0,11.1,1020.0,754.0,1014.0,29.7,33.9,1.3874,1760.0
2565,2644,1091.0,11.7,1038.0,744.0,1088.0,28.6,36.8,1.416,1786.0
2566,2645,1085.0,11.7,1039.0,745.0,1092.0,27.8,38.7,1.4187,1790.0
2567,2646,1050.0,9.7,966.0,780.0,1090.0,27.8,40.0,1.4691,1748.0
2568,2647,941.0,6.0,814.0,873.0,979.0,27.5,41.3,1.4962,1592.0
2569,2648,891.0,3.9,705.0,980.0,806.0,27.3,41.6,1.4906,1534.0
2570,2649,842.0,2.6,624.0,1080.0,712.0,26.0,44.2,1.4657,1480.0
2571,2650,850.0,2.8,639.0,1048.0,853.0,24.8,48.0,1.4857,1519.0
2572,2651,863.0,3.0,652.0,1055.0,816.0,25.9,45.1,1.4889,1504.0
2573,2652,956.0,5.4,784.0,928.0,934.0,25.3,47.6,1.5108,1634.0
2574,2653,1384.0,23.5,1391.0,552.0,1548.0,24.7,49.5,1.5201,2316.0
2575,2654,1502.0,33.5,1631.0,459.0,1858.0,27.1,43.1,1.5224,2622.0
2576,2655,1219.0,15.5,1163.0,642.0,1410.0,28.3,39.8,1.5053,1963.0
2577,2656,1237.0,15.3,1157.0,663.0,1334.0,32.4,32.3,1.5484,1968.0
2578,2657,1181.0,12.8,1078.0,706.0,1140.0,35.4,27.8,1.5733,1870.0
2579,2658,1251.0,15.2,1154.0,682.0,1111.0,35.5,27.4,1.5635,1955.0
2580,2659,1214.0,15.7,1170.0,681.0,1054.0,37.8,24.4,1.5722,1963.0
2581,2660,1166.0,12.3,1062.0,726.0,924.0,37.2,25.5,1.5914,1825.0
2582,2661,1226.0,15.3,1157.0,683.0,1041.0,37.2,25.6,1.6014,1912.0
2583,2662,1265.0,17.6,1229.0,636.0,1282.0,38.0,25.0,1.6312,2040.0
2584,2663,1317.0,21.5,1338.0,593.0,1362.0,37.1,26.9,1.6635,2132.0
2585,2664,1372.0,23.2,1382.0,568.0,1441.0,36.9,27.8,1.7099,2268.0
2586,2665,1443.0,25.6,1443.0,543.0,1559.0,34.7,31.9,1.7325,2332.0
2587,2666,1200.0,14.3,1126.0,664.0,1198.0,31.9,38.4,1.7897,1979.0
2588,2667,1216.0,14.4,1130.0,655.0,1246.0,30.5,42.3,1.8173,1994.0
2589,2668,1160.0,12.6,1070.0,687.0,1192.0,29.3,45.8,1.8362,1929.0
2590,2669,1194.0,13.7,1106.0,667.0,1194.0,28.2,48.1,1.8144,1985.0
2591,2670,1199.0,13.1,1087.0,658.0,1252.0,27.3,51.0,1.8287,1954.0
2592,2671,965.0,6.1,818.0,844.0,777.0,26.8,52.4,1.8141,1681.0
2593,2672,961.0,5.8,801.0,850.0,798.0,26.0,54.9,1.8141,1683.0
2594,2673,901.0,3.7,697.0,952.0,800.0,26.8,51.9,1.8058,1586.0
2595,2674,864.0,2.6,629.0,1052.0,728.0,26.9,51.8,1.805,1558.0
2596,2675,952.0,4.6,742.0,892.0,953.0,24.6,59.1,1.8013,1656.0
2597,2676,1009.0,7.4,875.0,797.0,1060.0,26.4,53.1,1.7987,1738.0
2598,2677,1225.0,15.2,1155.0,643.0,1338.0,27.3,46.4,1.6542,1992.0
2599,2678,1245.0,16.7,1202.0,628.0,1622.0,28.4,40.4,1.5442,2039.0
2600,2679,1265.0,17.0,1209.0,638.0,1812.0,30.8,37.1,1.6169,2015.0
2601,2680,1276.0,18.0,1241.0,642.0,1784.0,34.2,30.7,1.6252,2024.0
2602,2681,1232.0,16.1,1183.0,675.0,1509.0,37.0,26.5,1.6352,1920.0
2603,2682,1193.0,13.4,1097.0,698.0,1139.0,36.6,27.8,1.676,1832.0
2604,2683,1162.0,14.0,1117.0,700.0,1044.0,36.9,26.9,1.6477,1857.0
2605,2684,1126.0,13.4,1097.0,723.0,1015.0,39.3,22.2,1.552,1810.0
2606,2685,1089.0,10.4,993.0,801.0,825.0,38.5,22.4,1.5018,1675.0
2607,2686,1134.0,12.7,1073.0,747.0,1022.0,39.7,20.4,1.4594,1765.0
2608,2687,1388.0,24.5,1418.0,568.0,1913.0,38.8,24.2,1.6433,2250.0
2609,2688,1506.0,27.8,1499.0,506.0,2043.0,33.5,38.0,1.939,2485.0
2610,2689,1352.0,23.3,1385.0,563.0,1661.0,34.0,32.9,1.7251,2205.0
2611,2690,1217.0,17.6,1227.0,641.0,1404.0,31.9,33.7,1.5663,2040.0
2612,2691,1149.0,14.5,1132.0,688.0,1233.0,30.2,37.6,1.587,1936.0
2613,2692,1156.0,14.4,1129.0,688.0,1181.0,28.9,41.0,1.6096,1941.0
2614,2693,1180.0,14.2,1122.0,678.0,1272.0,27.8,45.2,1.6604,1921.0
2615,2694,1109.0,12.9,1080.0,696.0,1190.0,27.1,47.4,1.6701,1874.0
2616,2695,1032.0,9.9,974.0,763.0,982.0,26.2,49.4,1.6555,1800.0
2617,2696,893.0,5.1,767.0,918.0,805.0,26.9,49.3,1.7196,1607.0
2618,2697,848.0,2.8,642.0,1079.0,654.0,26.3,50.8,1.7058,1536.0
2619,2698,850.0,3.2,664.0,1038.0,727.0,24.9,54.6,1.6908,1568.0
2620,2699,938.0,5.4,782.0,879.0,1001.0,23.4,58.6,1.6651,1685.0
2621,2700,948.0,6.4,828.0,858.0,994.0,24.4,55.2,1.6604,1711.0
2622,2701,1225.0,17.1,1214.0,625.0,1322.0,25.1,54.3,1.7057,2090.0
2623,2702,1380.0,22.3,1359.0,538.0,1617.0,26.6,51.2,1.7565,2337.0
2624,2703,1276.0,14.6,1138.0,628.0,1430.0,28.2,47.1,1.7752,2021.0
2625,2704,1246.0,13.3,1093.0,667.0,1357.0,31.6,39.4,1.7969,1942.0
2626,2705,1141.0,10.5,996.0,767.0,994.0,34.2,31.8,1.6837,1805.0
2627,2706,1199.0,14.2,1124.0,680.0,1054.0,36.6,27.1,1.6352,1940.0
2628,2707,1156.0,12.2,1056.0,710.0,945.0,37.6,26.9,1.715,1842.0
2629,2708,1158.0,10.1,983.0,751.0,808.0,38.1,26.3,1.7213,1803.0
2630,2709,1163.0,11.7,1039.0,723.0,888.0,37.8,26.9,1.7392,1814.0
2631,2710,1078.0,10.9,1009.0,767.0,787.0,37.8,22.7,1.4653,1730.0
2632,2711,1244.0,17.3,1219.0,651.0,1077.0,36.9,24.7,1.5134,1949.0
2633,2712,1236.0,18.0,1239.0,637.0,1106.0,34.5,28.5,1.531,1986.0
2634,2713,1364.0,22.9,1376.0,580.0,1356.0,32.5,30.9,1.4875,2168.0
2635,2714,1193.0,16.5,1196.0,675.0,1152.0,30.9,30.4,1.338,1888.0
2636,2715,1078.0,10.2,985.0,778.0,925.0,28.7,34.7,1.3457,1697.0
2637,2716,1140.0,11.6,1035.0,726.0,1059.0,27.7,39.3,1.4372,1779.0
2638,2717,1239.0,14.3,1127.0,648.0,1201.0,26.8,45.1,1.5645,1930.0
2639,2718,1171.0,13.3,1093.0,669.0,1205.0,26.1,45.3,1.5115,1862.0
2640,2719,1065.0,10.0,977.0,736.0,1103.0,25.9,46.1,1.5174,1733.0
2641,2720,1024.0,7.6,882.0,791.0,1072.0,25.3,47.6,1.513,1662.0
2642,2721,873.0,3.4,679.0,1010.0,713.0,26.6,43.0,1.4773,1501.0
2643,2722,874.0,3.3,668.0,1043.0,737.0,25.3,47.2,1.5025,1513.0
2644,2723,887.0,2.9,647.0,1046.0,740.0,25.1,48.0,1.5115,1500.0
2645,2724,993.0,5.6,795.0,888.0,770.0,24.8,50.6,1.5654,1629.0
2646,2725,1299.0,17.5,1225.0,620.0,1327.0,25.7,49.7,1.615,2077.0
2647,2726,1529.0,29.0,1526.0,476.0,1763.0,27.4,45.5,1.6396,2559.0
2648,2727,1320.0,17.0,1210.0,595.0,1477.0,29.3,40.0,1.6082,2052.0
2649,2728,1226.0,15.6,1168.0,650.0,1311.0,33.6,28.7,1.4693,1952.0
2650,2729,1105.0,10.1,980.0,777.0,980.0,34.6,27.7,1.4991,1745.0
2651,2730,1160.0,11.7,1040.0,720.0,961.0,35.6,27.2,1.5557,1810.0
2652,2731,1125.0,12.0,1051.0,730.0,923.0,36.9,23.3,1.4313,1771.0
2653,2732,1099.0,11.0,1015.0,763.0,839.0,38.8,20.7,1.4036,1732.0
2654,2733,1124.0,11.2,1021.0,745.0,827.0,38.1,22.6,1.4868,1735.0
2655,2734,1105.0,10.5,995.0,778.0,821.0,37.1,23.0,1.4229,1681.0
2656,2735,1035.0,11.8,1043.0,804.0,749.0,34.8,19.3,1.0543,1647.0
2657,2736,1065.0,13.8,1110.0,757.0,871.0,33.6,20.7,1.059,1691.0
2658,2737,1051.0,17.3,1220.0,739.0,1077.0,31.4,18.5,0.8376,1729.0
2659,2738,1073.0,14.2,1124.0,752.0,1175.0,29.5,23.8,0.9623,1688.0
2660,2739,1008.0,10.7,1004.0,817.0,1125.0,27.4,27.1,0.9736,1588.0
2661,2740,1090.0,12.7,1073.0,745.0,1124.0,26.1,31.1,1.0338,1693.0
2662,2741,1048.0,10.1,983.0,780.0,1064.0,25.5,34.0,1.0935,1643.0
2663,2742,1131.0,13.1,1087.0,705.0,1240.0,24.0,37.8,1.1125,1738.0
2664,2743,953.0,7.4,874.0,854.0,899.0,24.2,37.3,1.1118,1528.0
2665,2744,897.0,4.6,745.0,968.0,807.0,23.4,40.6,1.1571,1461.0
2666,2745,900.0,4.7,750.0,932.0,817.0,21.8,46.6,1.1991,1494.0
2667,2746,828.0,2.8,639.0,1077.0,573.0,22.6,43.0,1.1629,1371.0
2668,2747,892.0,4.5,739.0,964.0,768.0,20.2,50.7,1.1844,1479.0
2669,2748,914.0,5.9,809.0,912.0,807.0,20.5,49.3,1.176,1530.0
2670,2749,1096.0,11.1,1017.0,722.0,1204.0,21.4,48.0,1.2086,1743.0
2671,2750,1173.0,14.4,1130.0,648.0,1401.0,23.2,43.9,1.2344,1885.0
2672,2751,1125.0,11.1,1016.0,712.0,1256.0,25.3,40.7,1.2921,1725.0
2673,2752,1079.0,9.9,976.0,781.0,999.0,29.9,31.1,1.2883,1669.0
2674,2753,974.0,8.8,930.0,872.0,712.0,33.9,21.3,1.1067,1536.0
2675,2754,977.0,9.9,973.0,865.0,712.0,36.3,16.0,0.9465,1550.0
2676,2755,912.0,7.4,873.0,946.0,614.0,36.6,15.2,0.9177,1436.0
2677,2756,896.0,6.1,817.0,992.0,554.0,37.4,15.8,0.9998,1426.0
2678,2757,896.0,6.2,822.0,1002.0,722.0,37.9,15.0,0.9721,1391.0
2679,2758,956.0,7.1,862.0,930.0,636.0,38.0,16.8,1.0933,1479.0
2680,2759,970.0,8.0,900.0,909.0,664.0,36.9,17.5,1.0789,1524.0
2681,2760,929.0,7.3,869.0,942.0,624.0,35.3,17.0,0.9561,1454.0
2682,2761,947.0,8.7,926.0,905.0,659.0,31.9,20.4,0.9462,1484.0
2683,2762,1003.0,7.5,880.0,864.0,695.0,29.1,29.6,1.1792,1537.0
2684,2763,1045.0,9.0,940.0,822.0,920.0,27.4,33.4,1.2022,1658.0
2685,2764,1125.0,11.6,1035.0,728.0,1150.0,26.7,35.8,1.2318,1726.0
2686,2765,1138.0,10.2,985.0,742.0,1141.0,25.2,42.7,1.3473,1710.0
2687,2766,1217.0,12.3,1060.0,660.0,1227.0,24.0,51.9,1.5252,1840.0
2688,2767,983.0,6.4,831.0,847.0,887.0,24.5,44.4,1.3476,1585.0
2689,2768,1007.0,7.2,864.0,816.0,987.0,22.6,51.0,1.3805,1639.0
2690,2769,957.0,6.1,816.0,846.0,903.0,22.2,52.7,1.3891,1613.0
2691,2770,914.0,4.3,725.0,949.0,780.0,21.2,56.8,1.4094,1550.0
2692,2771,886.0,3.8,702.0,971.0,767.0,20.3,59.6,1.3994,1528.0
2693,2772,899.0,4.0,708.0,972.0,780.0,21.3,56.7,1.4178,1559.0
2694,2773,942.0,4.2,723.0,968.0,698.0,23.0,54.6,1.5177,1573.0
2695,2774,1022.0,6.1,817.0,835.0,821.0,23.7,54.3,1.5731,1669.0
2696,2775,1009.0,6.0,810.0,859.0,772.0,25.4,49.3,1.5732,1634.0
2697,2776,1025.0,5.9,809.0,877.0,690.0,29.6,37.7,1.544,1606.0
2698,2777,977.0,5.4,783.0,939.0,586.0,33.9,26.2,1.3664,1543.0
2699,2778,936.0,4.9,757.0,1007.0,523.0,35.8,22.4,1.2933,1459.0
2700,2779,884.0,3.9,703.0,1076.0,488.0,37.9,18.8,1.222,1394.0
2701,2780,809.0,3.2,664.0,1185.0,427.0,38.5,14.8,0.9942,1270.0
2702,2781,852.0,4.1,718.0,1109.0,468.0,39.3,14.5,1.0149,1307.0
2703,2782,872.0,4.0,708.0,1106.0,489.0,38.9,15.6,1.0613,1331.0
2704,2783,839.0,4.8,752.0,1102.0,515.0,37.9,12.7,0.8211,1298.0
2705,2784,854.0,5.5,788.0,1064.0,562.0,35.8,13.4,0.7749,1310.0
2706,2785,971.0,9.1,942.0,900.0,776.0,32.3,19.7,0.9345,1541.0
2707,2786,985.0,9.1,944.0,866.0,833.0,30.1,23.5,0.9869,1541.0
2708,2787,1027.0,10.1,981.0,817.0,1023.0,28.2,28.7,1.0806,1631.0
2709,2788,1012.0,7.4,876.0,853.0,967.0,26.0,35.7,1.1842,1580.0
2710,2789,1086.0,9.9,973.0,766.0,1089.0,25.3,39.2,1.2452,1656.0
2711,2790,1025.0,9.0,939.0,790.0,1103.0,24.7,38.7,1.1845,1635.0
2712,2791,848.0,3.7,692.0,1034.0,734.0,25.5,35.7,1.1499,1412.0
2713,2792,839.0,3.0,652.0,1075.0,671.0,22.5,43.2,1.1589,1405.0
2714,2793,814.0,2.5,618.0,1097.0,696.0,21.6,46.1,1.1761,1400.0
2715,2794,816.0,2.6,624.0,1073.0,729.0,19.7,51.4,1.1688,1422.0
2716,2795,799.0,2.4,613.0,1120.0,641.0,21.6,45.7,1.1665,1387.0
2717,2796,879.0,5.6,792.0,906.0,825.0,21.1,47.3,1.1654,1521.0
2718,2797,1104.0,14.3,1125.0,697.0,1179.0,21.6,44.1,1.1269,1815.0
2719,2798,1344.0,27.7,1496.0,519.0,1651.0,23.7,37.9,1.0988,2311.0
2720,2799,1226.0,19.1,1272.0,632.0,1474.0,26.0,30.1,0.9953,1901.0
2721,2800,1157.0,15.9,1176.0,691.0,1370.0,30.6,23.2,1.001,1779.0
2722,2801,1059.0,12.3,1060.0,798.0,1141.0,34.1,19.1,1.0048,1638.0
2723,2802,1076.0,12.2,1057.0,778.0,1076.0,36.2,18.0,1.0636,1633.0
2724,2803,1066.0,11.7,1041.0,783.0,1036.0,37.4,17.3,1.0914,1641.0
2725,2804,1049.0,10.4,994.0,813.0,881.0,39.5,15.6,1.102,1580.0
2726,2805,1097.0,12.7,1074.0,776.0,960.0,40.4,14.9,1.1033,1671.0
2727,2806,1087.0,11.1,1018.0,791.0,883.0,40.1,16.1,1.1699,1624.0
2728,2807,1269.0,19.0,1269.0,633.0,1221.0,39.3,18.9,1.3251,1942.0
2729,2808,1328.0,24.1,1405.0,584.0,1518.0,37.3,19.9,1.2437,2072.0
2730,2809,1200.0,19.1,1270.0,654.0,1264.0,33.6,22.9,1.1747,1906.0
2731,2810,1098.0,13.6,1105.0,732.0,1061.0,30.7,28.9,1.2501,1768.0
2732,2811,1058.0,10.7,1004.0,776.0,947.0,28.8,32.8,1.2776,1684.0
2733,2812,1081.0,11.3,1025.0,738.0,1059.0,27.3,36.8,1.3207,1757.0
2734,2813,1062.0,9.6,962.0,776.0,1030.0,26.2,39.7,1.3249,1674.0
2735,2814,1078.0,9.8,971.0,752.0,1065.0,25.4,43.0,1.37,1694.0
2736,2815,917.0,4.9,761.0,931.0,893.0,25.8,41.0,1.3461,1497.0
2737,2816,881.0,4.1,718.0,965.0,837.0,23.3,48.4,1.3677,1510.0
2738,2817,865.0,3.3,671.0,1012.0,807.0,23.5,47.8,1.3607,1477.0
2739,2818,829.0,2.2,602.0,1123.0,596.0,23.5,46.7,1.3361,1410.0
2740,2819,913.0,4.6,743.0,931.0,884.0,21.8,52.3,1.3539,1540.0
2741,2820,1077.0,10.2,985.0,742.0,1170.0,21.8,52.5,1.3529,1780.0
2742,2821,1337.0,23.3,1386.0,565.0,1596.0,22.9,49.1,1.3546,2196.0
2743,2822,1467.0,31.0,1575.0,472.0,1873.0,24.9,43.3,1.3422,2460.0
2744,2823,1257.0,17.6,1227.0,611.0,1608.0,26.7,39.4,1.3556,1954.0
2745,2824,1227.0,14.3,1125.0,675.0,1470.0,30.5,32.9,1.4135,1835.0
2746,2825,1188.0,13.7,1108.0,693.0,1275.0,34.2,27.2,1.4404,1818.0
2747,2826,1301.0,19.3,1276.0,631.0,1407.0,38.2,20.9,1.3701,1953.0
2748,2827,1201.0,19.3,1278.0,657.0,1302.0,39.6,16.9,1.2028,1892.0
2749,2828,1058.0,11.3,1026.0,794.0,931.0,39.9,15.8,1.141,1622.0
2750,2829,1037.0,12.7,1075.0,789.0,917.0,40.2,13.9,1.02,1604.0
2751,2830,1055.0,15.3,1157.0,762.0,985.0,39.6,13.2,0.9332,1674.0
2752,2831,1179.0,22.5,1364.0,661.0,1265.0,39.5,12.6,0.8894,1845.0
